websiteUrl,websiteName,highestCat,urlTag,subCat
http://www.handballaustralia.org.au/,Australian Handball Council , Sports,Handball Australia - Handball Australia, Handball 
http://www.bicycle-power.com/,Bicycle Power , Sports,Bicycle Power – The Hub of Power Assist, Cycling 
http://www.canoenorthwestontario.ca/,Canoe Trips in Northwestern Ontario , Sports,NamesPro.ca | Register with Confidence, Water 
http://www.goodearthgraphics.com/virtcave/,The Virtual Cave , Recreation,Virtual Cave, Outdoors 
http://www.bowling-forum.net/,Bowling Forum , Sports,簡単に見つけることができる現代の転職求人, Bowling 
http://en.wikipedia.org/wiki/Portal:Cricket,Wikipedia - Portal: Cricket , Sports,Portal:Cricket - Wikipedia, Cricket 
http://www.cuesnviews.co.uk/,Cues n Views , Sports,Cues n Views, Cue 
http://www.primecomputing.com/,Quarterback Passer Rating Calculator , Sports,"NFL, NCAA, AFL - Quarterback Rating Calculator", Football 
http://www.americanstyledarts.com/,American Style Darts , Sports,"American Darts - Wood boards, steel tips, turkey feathers", Darts 
http://www.ifaa-archery.org/,International Field Archery Association , Sports,Home, Archery 
http://www.korfball.org/,International Korfball Federation (IKF) , Sports,International Korfball Federation (IKF) - Spread Korfball Around The Globe!, Korfball 
http://www.zdap.com/,Adventure Race Reports , Sports,ZDAP, Adventure 
http://www.fiba.com/,International Basketball Federation , Sports,International Basketball Federation (FIBA) - FIBA.basketball, Basketball 
http://www.anthonytravel.com/,"Anthony Travel, Inc. ", Recreation,Anthony Travel | University & Sports Travel Management, Travel 
http://www.coacht.com/,CoachT.com , Sports,CoachT.com Tennessee High School Sports, Youth 
http://www.badmintoncentral.com/forums/,Badminton Central , Sports,BadmintonCentral, Badminton 
http://www.festaseattle.com/bocce.htm,Annual Festa Italiana Bocce Tournament , Sports,Learn Bocce – Festa Italiana Seattle, Bocce 
http://www.boomerangpassion.com/,Boomerang Passion , Sports,"Boomerang Passion : lancer, fabriquer, décorer... tout sur les boomerangs", Boomerang 
http://www.jockbio.com/,JockBio.com , Sports,JockBio • Full-length biographies of sports heroes and discount sports memorabilia, People 
http://www.cronostiming.eu/,Chronos , Sports,Cronos - Timing system for RC-Cars/Kart/Minibike/Cross, Software 
http://www.caaws.ca/,Canadian Association for Advancement of Women and Sport , Sports,Canadian Women & Sport | Powering Better Sport Through Gender Equity, Women 
http://www.espn.com/,ESPN Sportszone , Sports,ESPN: Serving sports fans. Anytime. Anywhere., Resources 
http://www.advocate.com/sports/,The Advocate - Sports , Society,Sports | Advocate.com, and 
http://www.bballsports.com/,"Baseball, Basketball, and Hockey Online Statistics Databases ", Sports,"Baseball, Basketball, Hockey and Football Online Statistics Databases - Baseball History, Basketball History, Hockey History, Football History, MLB, NBA, NHL, NFL", Resources 
http://www.askmen.com/sports/business_60/77_sports_business.html,AskMen.com - Sports Officiating , Sports,Health & Sports - AskMen, Officiating 
http://www.espn.com/fantasy/,ESPN Fantasy Games , Sports,Fantasy Games - ESPN, Fantasy 
http://custom.lemonwebs.com/index.htm,京城民間風俗 , World,京城民間風俗圖, Chinese 
http://allknowledges.tripod.com/,นานาสาระ , World,Create a Website | Tripod Web Hosting , Thai 
http://vadwala.com/,વડવાળા , World,HugeDomains.com - Vadwala.com, Gujarati 
http://www.coach.ca/,Coaching Association of Canada , Sports,Coach, People 
http://www.airindia.in/index-hnd.htm,इंडियन एयरलाइन्स , World,"
	एअर इंडिया में आपका स्वागत है
", Hindi 
http://www.17.am/,17.ամ , World,17, Armenian 
http://www.aaujrogames.org/,AAU Junior Olympic Games , Sports,AAU Junior Olympic Games, Events 
http://mr.upakram.org/,उपक्रम , World,"mr.upakram.org | मराठी लेख, चर्चा, समुदाय |  Marathi articles, discussions, communities", Marathi 
http://www.dhahampasala.org/,අපේ දහම් පාසැල , World,අපේ දහම් පාසල » අපේ දහම් පාසල, Sinhala 
http://www.sahajayoga-blr.org/,ಸಹಜ ಯೂಗ , World,Online Meditation | Online Meditation Classes in Bangalore | Sahaja Yoga, Kannada 
http://cestovanie.biz/,Cestovanie.biz , World,"Cestovanie.biz - cestovateľské stránky, krajiny, cestopisy, tipy, rady, 
letenky", Slovensky 
http://www.interlingua.dk/,Dansk Interlingua Union , World,Dansk Interlingua Union | Union Danese pro Interlingua, Interlingua 
http://abhiyumnanum.blogspot.com/,அபியும் நானும் , World,அபியும் நானும், Tamil 
http://www.aausports.org/,Amateur Athletic Union , Sports,Amateur Athletic Union (AAU), Organizations 
